timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1782082642768,573,Config 3 request,200,OK,Load users: config 3 1-1,text,true,,231,159,1,1,http://localhost:8079/?token=518506673&user=-1355007012&config=3,569,0,29
1782082644198,511,Config 3 request,200,OK,Load users: config 3 1-1,text,true,,231,159,1,1,http://localhost:8079/?token=518506673&user=-1355007012&config=3,511,0,0
1782082645692,510,Config 3 request,200,OK,Load users: config 3 1-1,text,true,,231,159,1,1,http://localhost:8079/?token=518506673&user=-1355007012&config=3,510,0,0
1782082647198,509,Config 3 request,200,OK,Load users: config 3 1-1,text,true,,231,159,1,1,http://localhost:8079/?token=518506673&user=-1355007012&config=3,509,0,0
1782082648702,511,Config 3 request,200,OK,Load users: config 3 1-1,text,true,,231,159,1,1,http://localhost:8079/?token=518506673&user=-1355007012&config=3,511,0,0
1782082649330,530,Config 3 request,200,OK,Load users: config 3 1-2,text,true,,231,159,2,2,http://localhost:8079/?token=518506673&user=-1355007012&config=3,530,0,1
1782082650198,511,Config 3 request,200,OK,Load users: config 3 1-1,text,true,,231,159,2,2,http://localhost:8079/?token=518506673&user=-1355007012&config=3,511,0,0
1782082650841,512,Config 3 request,200,OK,Load users: config 3 1-2,text,true,,231,159,2,2,http://localhost:8079/?token=518506673&user=-1355007012&config=3,512,0,0
1782082651698,514,Config 3 request,200,OK,Load users: config 3 1-1,text,true,,231,159,2,2,http://localhost:8079/?token=518506673&user=-1355007012&config=3,514,0,0
1782082652332,514,Config 3 request,200,OK,Load users: config 3 1-2,text,true,,231,159,2,2,http://localhost:8079/?token=518506673&user=-1355007012&config=3,514,0,0
1782082653192,514,Config 3 request,200,OK,Load users: config 3 1-1,text,true,,231,159,2,2,http://localhost:8079/?token=518506673&user=-1355007012&config=3,514,0,0
1782082653844,514,Config 3 request,200,OK,Load users: config 3 1-2,text,true,,231,159,2,2,http://localhost:8079/?token=518506673&user=-1355007012&config=3,514,0,0
1782082654700,514,Config 3 request,200,OK,Load users: config 3 1-1,text,true,,231,159,2,2,http://localhost:8079/?token=518506673&user=-1355007012&config=3,514,0,0
